Title,Title_URL,Image,listeritemimage_URL,listeritemindex,Year,certificate,Time,genre,iplratingstar,iplratinginteractive__starcontainer__divcontains_class_iplratingstar,Score,Content,textmuted,textmuted_URL,textmuted1,textmuted_URL2,textmuted3,textmuted_URL4,textmuted5,textmuted_URL6,textmuted7,textmuted_URL8,textmuted9,textmuted_URL10,textmuted11,textmuted12,textmuted13,Text,directors,boxoffice
The News Boys,https://www.imdb.com/title/tt0104990/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0104990/?ref_=ttls_li_i,14.,(1992),PG,121 min,"
Drama, Family, History            ",7,Rate,"
46        
        Metascore
        ","
    A musical based on the New York City newsboy strike of 1899. When young newspaper sellers are exploited beyond reason by their bosses they set out to enact change and are met by the ruthlessness of big business.","
    Director:
Kenny Ortega
                 | 
    Stars:
Christian Bale, 
Bill Pullman, 
Robert Duvall, 
Ann-Margret
    ",https://www.imdb.com/name/nm0650905/?ref_=ttls_li_dr_0,Kenny Ortega,https://www.imdb.com/name/nm0000288/?ref_=ttls_li_st_0,Christian Bale,https://www.imdb.com/name/nm0000597/?ref_=ttls_li_st_1,Bill Pullman,https://www.imdb.com/name/nm0000380/?ref_=ttls_li_st_2,Robert Duvall,https://www.imdb.com/name/nm0000268/?ref_=ttls_li_st_3,Ann-Margret,,,"18,812",$2.82M,"
                        2h 1min
                    ","
        Director:
Kenny Ortega    ","
Cumulative Worldwide Gross: $2,819,485        "
The Little Mermaid,https://www.imdb.com/title/tt0097757/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0097757/?ref_=ttls_li_i,15.,(1989),U,83 min,"
Animation, Family, Fantasy            ",7.6,Rate,"
88        
        Metascore
        ","
    A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.","
    Directors:
Ron Clements, 
John Musker
                 | 
    Stars:
Jodi Benson, 
Samuel E. Wright, 
Rene Auberjonois, 
Christopher Daniel Barnes
    ",https://www.imdb.com/name/nm0166256/?ref_=ttls_li_dr_0,Ron Clements,https://www.imdb.com/name/nm0615780/?ref_=ttls_li_dr_1,John Musker,https://www.imdb.com/name/nm0072533/?ref_=ttls_li_st_0,Jodi Benson,https://www.imdb.com/name/nm0942787/?ref_=ttls_li_st_1,Samuel E. Wright,https://www.imdb.com/name/nm0041281/?ref_=ttls_li_st_2,Rene Auberjonois,https://www.imdb.com/name/nm0055549/?ref_=ttls_li_st_3,Christopher Daniel Barnes,"235,628",$111.54M,"
                        1h 23min
                    ","
        Directors:
Ron Clements, John Musker    ","
Cumulative Worldwide Gross: $211,343,479        "
The Jungle Book,https://www.imdb.com/title/tt0061852/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0061852/?ref_=ttls_li_i,16.,(1967),U,78 min,"
Animation, Adventure, Family            ",7.6,Rate,"
65        
        Metascore
        ","
    Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.","
    Director:
Wolfgang Reitherman
                 | 
    Stars:
Phil Harris, 
Sebastian Cabot, 
Louis Prima, 
Bruce Reitherman
    ",https://www.imdb.com/name/nm0718627/?ref_=ttls_li_dr_0,Wolfgang Reitherman,https://www.imdb.com/name/nm0365201/?ref_=ttls_li_st_0,Phil Harris,https://www.imdb.com/name/nm0001982/?ref_=ttls_li_st_1,Sebastian Cabot,https://www.imdb.com/name/nm0697515/?ref_=ttls_li_st_2,Louis Prima,https://www.imdb.com/name/nm0718624/?ref_=ttls_li_st_3,Bruce Reitherman,,,"164,906",$141.84M,"
                        1h 18min
                    ","
        Director:
Wolfgang Reitherman    ","
Cumulative Worldwide Gross: $205,843,612        "
Up,https://www.imdb.com/title/tt1049413/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt1049413/?ref_=ttls_li_i,17.,(2009),U,96 min,"
Animation, Adventure, Comedy            ",8.2,Rate,"
88        
        Metascore
        ","
    78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.","
    Directors:
Pete Docter, 
Bob Peterson
                 | 
    Stars:
Edward Asner, 
Jordan Nagai, 
John Ratzenberger, 
Christopher Plummer
    ",https://www.imdb.com/name/nm0230032/?ref_=ttls_li_dr_0,Pete Docter,https://www.imdb.com/name/nm0677037/?ref_=ttls_li_dr_1,Bob Peterson,https://www.imdb.com/name/nm0000799/?ref_=ttls_li_st_0,Edward Asner,https://www.imdb.com/name/nm2973712/?ref_=ttls_li_st_1,Jordan Nagai,https://www.imdb.com/name/nm0001652/?ref_=ttls_li_st_2,John Ratzenberger,https://www.imdb.com/name/nm0001626/?ref_=ttls_li_st_3,Christopher Plummer,"926,025",$293.00M,"
                        1h 36min
                    ","
        Directors:
Pete Docter, Bob Peterson (co-director)    ","
Cumulative Worldwide Gross: $735,099,102        "
Lady and the Tramp,https://www.imdb.com/title/tt0048280/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0048280/?ref_=ttls_li_i,18.,(1955),U,76 min,"
Animation, Adventure, Comedy            ",7.3,Rate,"
78        
        Metascore
        ","
    The romantic tale of a sheltered uptown Cocker Spaniel dog and a streetwise downtown Mutt.","
    Directors:
Clyde Geronimi, 
Wilfred Jackson, 
Hamilton Luske, 
Jack Cutting
                 | 
    Stars:
Barbara Luddy, 
Larry Roberts, 
Peggy Lee, 
Bill Thompson
    ",https://www.imdb.com/name/nm0314671/?ref_=ttls_li_dr_0,Clyde Geronimi,https://www.imdb.com/name/nm0414144/?ref_=ttls_li_dr_1,Wilfred Jackson,https://www.imdb.com/name/nm0527217/?ref_=ttls_li_dr_2,Hamilton Luske,https://www.imdb.com/name/nm0194018/?ref_=ttls_li_dr_3,Jack Cutting,https://www.imdb.com/name/nm0524853/?ref_=ttls_li_st_0,Barbara Luddy,https://www.imdb.com/name/nm0731333/?ref_=ttls_li_st_1,Larry Roberts,"121,797",$93.60M,"
                        1h 16min
                    ","
        Directors:
Clyde Geronimi, Wilfred Jackson            |
2 more credits »
    ","
Cumulative Worldwide Gross: $93,933,394        "
Bedknobs and Broomsticks,https://www.imdb.com/title/tt0066817/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0066817/?ref_=ttls_li_i,19.,(1971),U,117 min,"
Animation, Adventure, Comedy            ",7.1,Rate,"
59        
        Metascore
        ","
    An apprentice witch, three kids and a cynical magician conman search for the missing component to a magic spell to be used in the defense of Britain in World War II.","
    Directors:
Robert Stevenson, 
Ward Kimball
                 | 
    Stars:
Angela Lansbury, 
David Tomlinson, 
Roddy McDowall, 
Sam Jaffe
    ",https://www.imdb.com/name/nm0829038/?ref_=ttls_li_dr_0,Robert Stevenson,https://www.imdb.com/name/nm0453832/?ref_=ttls_li_dr_1,Ward Kimball,https://www.imdb.com/name/nm0001450/?ref_=ttls_li_st_0,Angela Lansbury,https://www.imdb.com/name/nm0866835/?ref_=ttls_li_st_1,David Tomlinson,https://www.imdb.com/name/nm0001522/?ref_=ttls_li_st_2,Roddy McDowall,https://www.imdb.com/name/nm0415488/?ref_=ttls_li_st_3,Sam Jaffe,"33,909",$18.53M,"
                        1h 57min
                    ","
        Directors:
Robert Stevenson, Ward Kimball (uncredited)    ","
      Runtime:
        117 min
          |
        139 min
            (1996)
            (restored)
          |
        99 min
            (re-release)
            (1980)
          |
        130 min
            (initial US release)
            (November 1971)
    "
Oliver & Company,https://www.imdb.com/title/tt0095776/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0095776/?ref_=ttls_li_i,20.,(1988),U,74 min,"
Animation, Adventure, Comedy            ",6.7,Rate,"
58        
        Metascore
        ","
    A lost and alone kitten joins a gang of dogs engaged in petty larceny in New York City.","
    Director:
George Scribner
                 | 
    Stars:
Joey Lawrence, 
Billy Joel, 
Cheech Marin, 
Richard Mulligan
    ",https://www.imdb.com/name/nm0780117/?ref_=ttls_li_dr_0,George Scribner,https://www.imdb.com/name/nm0005129/?ref_=ttls_li_st_0,Joey Lawrence,https://www.imdb.com/name/nm0005055/?ref_=ttls_li_st_1,Billy Joel,https://www.imdb.com/name/nm0001507/?ref_=ttls_li_st_2,Cheech Marin,https://www.imdb.com/name/nm0612321/?ref_=ttls_li_st_3,Richard Mulligan,,,"43,487",$74.15M,"
                        1h 14min
                    ","
        Director:
George Scribner    ","
Cumulative Worldwide Gross: $74,151,346        "
Peter Pan,https://www.imdb.com/title/tt0046183/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0046183/?ref_=ttls_li_i,21.,(1953),U,77 min,"
Animation, Adventure, Family            ",7.3,Rate,"
76        
        Metascore
        ","
    Wendy and her brothers are whisked away to the magical world of Neverland with the hero of their stories, Peter Pan.","
    Directors:
Clyde Geronimi, 
Wilfred Jackson, 
Hamilton Luske, 
Jack Kinney
                 | 
    Stars:
Bobby Driscoll, 
Kathryn Beaumont, 
Hans Conried, 
Bill Thompson
    ",https://www.imdb.com/name/nm0314671/?ref_=ttls_li_dr_0,Clyde Geronimi,https://www.imdb.com/name/nm0414144/?ref_=ttls_li_dr_1,Wilfred Jackson,https://www.imdb.com/name/nm0527217/?ref_=ttls_li_dr_2,Hamilton Luske,https://www.imdb.com/name/nm0455741/?ref_=ttls_li_dr_3,Jack Kinney,https://www.imdb.com/name/nm0237985/?ref_=ttls_li_st_0,Bobby Driscoll,https://www.imdb.com/name/nm0064607/?ref_=ttls_li_st_1,Kathryn Beaumont,"125,406",$87.40M,"
                        1h 17min
                    ","
        Directors:
Clyde Geronimi, Wilfred Jackson            |
2 more credits »
    ","
Cumulative Worldwide Gross: $87,404,651        "
Mary Poppins,https://www.imdb.com/title/tt0058331/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0058331/?ref_=ttls_li_i,22.,(1964),U,139 min,"
Comedy, Family, Fantasy            ",7.8,Rate,"
88        
        Metascore
        ","
    In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.","
    Director:
Robert Stevenson
                 | 
    Stars:
Julie Andrews, 
Dick Van Dyke, 
David Tomlinson, 
Glynis Johns
    ",https://www.imdb.com/name/nm0829038/?ref_=ttls_li_dr_0,Robert Stevenson,https://www.imdb.com/name/nm0000267/?ref_=ttls_li_st_0,Julie Andrews,https://www.imdb.com/name/nm0001813/?ref_=ttls_li_st_1,Dick Van Dyke,https://www.imdb.com/name/nm0866835/?ref_=ttls_li_st_2,David Tomlinson,https://www.imdb.com/name/nm0424318/?ref_=ttls_li_st_3,Glynis Johns,,,"156,500",$102.27M,"
                        2h 19min
                    ","
        Director:
Robert Stevenson    ","
    Production Co:
 Walt Disney Productions      
        See more »
      
    "
The Parent Trap,https://www.imdb.com/title/tt0055277/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0055277/?ref_=ttls_li_i,23.,(1961),U,129 min,"
Comedy, Family, Romance            ",7.1,Rate,"
73        
        Metascore
        ","
    Teenage twin sisters swap places and scheme to reunite their divorced parents.","
    Director:
David Swift
                 | 
    Stars:
Hayley Mills, 
Maureen O'Hara, 
Brian Keith, 
Charles Ruggles
    ",https://www.imdb.com/name/nm0842582/?ref_=ttls_li_dr_0,David Swift,https://www.imdb.com/name/nm0001539/?ref_=ttls_li_st_0,Hayley Mills,https://www.imdb.com/name/nm0000058/?ref_=ttls_li_st_1,Maureen O'Hara,https://www.imdb.com/name/nm0001417/?ref_=ttls_li_st_2,Brian Keith,https://www.imdb.com/name/nm0749476/?ref_=ttls_li_st_3,Charles Ruggles,,,"18,791",,"
                        2h 9min
                    ","
        Director:
David Swift    ","
  Show more on
  IMDbPro »
  "
Dumbo,https://www.imdb.com/title/tt0033563/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0033563/?ref_=ttls_li_i,24.,(1941),U,64 min,"
Animation, Drama, Family            ",7.2,Rate,"
96        
        Metascore
        ","
    Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.","
    Directors:
Samuel Armstrong, 
Norman Ferguson, 
Wilfred Jackson, 
Jack Kinney, 
Bill Roberts, 
Ben Sharpsteen, 
John Elliotte
                 | 
    Stars:
Sterling Holloway, 
Edward Brophy, 
Herman Bing, 
Mel Blanc
    ",https://www.imdb.com/name/nm0035899/?ref_=ttls_li_dr_0,Samuel Armstrong,https://www.imdb.com/name/nm0272568/?ref_=ttls_li_dr_1,Norman Ferguson,https://www.imdb.com/name/nm0414144/?ref_=ttls_li_dr_2,Wilfred Jackson,https://www.imdb.com/name/nm0455741/?ref_=ttls_li_dr_3,Jack Kinney,https://www.imdb.com/name/nm0730860/?ref_=ttls_li_dr_4,Bill Roberts,https://www.imdb.com/name/nm0789313/?ref_=ttls_li_dr_5,Ben Sharpsteen,"118,729",$1.60M,"
                        1h 4min
                    ","
        Directors:
Samuel Armstrong (as Sam Armstrong), Norman Ferguson            |
5 more credits »
    ","
  Show more on
  IMDbPro »
  "
Remember the Titans,https://www.imdb.com/title/tt0210945/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0210945/?ref_=ttls_li_i,25.,(2000),PG,113 min,"
Biography, Drama, Sport            ",7.8,Rate,"
48        
        Metascore
        ","
    The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.","
    Director:
Boaz Yakin
                 | 
    Stars:
Denzel Washington, 
Will Patton, 
Wood Harris, 
Ryan Hurst
    ",https://www.imdb.com/name/nm0945026/?ref_=ttls_li_dr_0,Boaz Yakin,https://www.imdb.com/name/nm0000243/?ref_=ttls_li_st_0,Denzel Washington,https://www.imdb.com/name/nm0001599/?ref_=ttls_li_st_1,Will Patton,https://www.imdb.com/name/nm0365445/?ref_=ttls_li_st_2,Wood Harris,https://www.imdb.com/name/nm0403652/?ref_=ttls_li_st_3,Ryan Hurst,,,"196,655",$115.65M,"
                        1h 53min
                    ","
        Director:
Boaz Yakin    ","
Cumulative Worldwide Gross: $136,706,683        "
The Emperor's New Groove,https://www.imdb.com/title/tt0120917/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0120917/?ref_=ttls_li_i,26.,(2000),U,78 min,"
Animation, Adventure, Comedy            ",7.4,Rate,"
70        
        Metascore
        ","
    Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder.","
    Director:
Mark Dindal
                 | 
    Stars:
David Spade, 
John Goodman, 
Eartha Kitt, 
Patrick Warburton
    ",https://www.imdb.com/name/nm0227540/?ref_=ttls_li_dr_0,Mark Dindal,https://www.imdb.com/name/nm0005450/?ref_=ttls_li_st_0,David Spade,https://www.imdb.com/name/nm0000422/?ref_=ttls_li_st_1,John Goodman,https://www.imdb.com/name/nm0457755/?ref_=ttls_li_st_2,Eartha Kitt,https://www.imdb.com/name/nm0911320/?ref_=ttls_li_st_3,Patrick Warburton,,,"178,506",$89.30M,"
                        1h 18min
                    ","
        Director:
Mark Dindal    ","
    Production Co:
 Walt Disney Animation Studios, Walt Disney Pictures      
        See more »
      
    "
Sleeping Beauty,https://www.imdb.com/title/tt0053285/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0053285/?ref_=ttls_li_i,27.,(1959),U,75 min,"
Animation, Family, Fantasy            ",7.2,Rate,"
85        
        Metascore
        ","
    After being snubbed by the royal family, a malevolent fairy places a curse on a princess which only a prince can break, along with the help of three good fairies.","
    Directors:
Clyde Geronimi, 
Les Clark, 
Hamilton Luske, 
Wolfgang Reitherman
                 | 
    Stars:
Mary Costa, 
Bill Shirley, 
Eleanor Audley, 
Verna Felton
    ",https://www.imdb.com/name/nm0314671/?ref_=ttls_li_dr_0,Clyde Geronimi,https://www.imdb.com/name/nm0164203/?ref_=ttls_li_dr_1,Les Clark,https://www.imdb.com/name/nm0527217/?ref_=ttls_li_dr_2,Hamilton Luske,https://www.imdb.com/name/nm0718627/?ref_=ttls_li_dr_3,Wolfgang Reitherman,https://www.imdb.com/name/nm0182250/?ref_=ttls_li_st_0,Mary Costa,https://www.imdb.com/name/nm0794301/?ref_=ttls_li_st_1,Bill Shirley,"134,347",$51.60M,"
                        1h 15min
                    ","
        Directors:
Clyde Geronimi, Les Clark (uncredited)            |
2 more credits »
    ","
    Production Co:
 Walt Disney Animation Studios, Walt Disney Productions      
        See more »
      
    "
James And The Giant Peach,https://www.imdb.com/title/tt0116683/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0116683/?ref_=ttls_li_i,28.,(1996),U,79 min,"
Animation, Adventure, Family            ",6.7,Rate,"
78        
        Metascore
        ","
    An orphan who lives with his two cruel aunts befriends anthropomorphic bugs who live inside a giant peach, and they embark on a journey to New York City.","
    Director:
Henry Selick
                 | 
    Stars:
Paul Terry, 
Joanna Lumley, 
Pete Postlethwaite, 
Simon Callow
    ",https://www.imdb.com/name/nm0783139/?ref_=ttls_li_dr_0,Henry Selick,https://www.imdb.com/name/nm0856057/?ref_=ttls_li_st_0,Paul Terry,https://www.imdb.com/name/nm0525921/?ref_=ttls_li_st_1,Joanna Lumley,https://www.imdb.com/name/nm0000592/?ref_=ttls_li_st_2,Pete Postlethwaite,https://www.imdb.com/name/nm0001003/?ref_=ttls_li_st_3,Simon Callow,,,"59,895",$28.93M,"
                        1h 19min
                    ","
        Director:
Henry Selick    ","
Cumulative Worldwide Gross: $28,946,127        "
Tarzan,https://www.imdb.com/title/tt0120855/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0120855/?ref_=ttls_li_i,29.,(1999),U,88 min,"
Animation, Adventure, Family            ",7.3,Rate,"
79        
        Metascore
        ","
    A man raised by gorillas must decide where he really belongs when he discovers he is a human.","
    Directors:
Chris Buck, 
Kevin Lima
                 | 
    Stars:
Tony Goldwyn, 
Minnie Driver, 
Brian Blessed, 
Glenn Close
    ",https://www.imdb.com/name/nm0118333/?ref_=ttls_li_dr_0,Chris Buck,https://www.imdb.com/name/nm0510674/?ref_=ttls_li_dr_1,Kevin Lima,https://www.imdb.com/name/nm0001282/?ref_=ttls_li_st_0,Tony Goldwyn,https://www.imdb.com/name/nm0000378/?ref_=ttls_li_st_1,Minnie Driver,https://www.imdb.com/name/nm0000306/?ref_=ttls_li_st_2,Brian Blessed,https://www.imdb.com/name/nm0000335/?ref_=ttls_li_st_3,Glenn Close,"202,097",$171.09M,"
                        1h 28min
                    ","
        Directors:
Chris Buck, Kevin Lima    ","
Cumulative Worldwide Gross: $448,191,819        "
Finding Nemo,https://www.imdb.com/title/tt0266543/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0266543/?ref_=ttls_li_i,30.,(2003),U,100 min,"
Animation, Adventure, Comedy            ",8.1,Rate,"
90        
        Metascore
        ","
    After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.","
    Directors:
Andrew Stanton, 
Lee Unkrich
                 | 
    Stars:
Albert Brooks, 
Ellen DeGeneres, 
Alexander Gould, 
Willem Dafoe
    ",https://www.imdb.com/name/nm0004056/?ref_=ttls_li_dr_0,Andrew Stanton,https://www.imdb.com/name/nm0881279/?ref_=ttls_li_dr_1,Lee Unkrich,https://www.imdb.com/name/nm0000983/?ref_=ttls_li_st_0,Albert Brooks,https://www.imdb.com/name/nm0001122/?ref_=ttls_li_st_1,Ellen DeGeneres,https://www.imdb.com/name/nm1071252/?ref_=ttls_li_st_2,Alexander Gould,https://www.imdb.com/name/nm0000353/?ref_=ttls_li_st_3,Willem Dafoe,"941,319",$380.84M,"
                        1h 40min
                    ","
        Directors:
Andrew Stanton, Lee Unkrich (co-director)    ","
Cumulative Worldwide Gross: $940,350,194        "
Tom and Huck,https://www.imdb.com/title/tt0112302/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0112302/?ref_=ttls_li_i,31.,(1995),PG,97 min,"
Adventure, Comedy, Drama            ",5.5,Rate,,"
    Two best friends witness a murder and embark on a series of adventures in order to prove the innocence of the man wrongly accused of the crime.","
    Director:
Peter Hewitt
                 | 
    Stars:
Jonathan Taylor Thomas, 
Brad Renfro, 
Charles Rocket, 
Eric Schweig
    ",https://www.imdb.com/name/nm0382072/?ref_=ttls_li_dr_0,Peter Hewitt,https://www.imdb.com/name/nm0001795/?ref_=ttls_li_st_0,Jonathan Taylor Thomas,https://www.imdb.com/name/nm0000605/?ref_=ttls_li_st_1,Brad Renfro,https://www.imdb.com/name/nm0734236/?ref_=ttls_li_st_2,Charles Rocket,https://www.imdb.com/name/nm0777760/?ref_=ttls_li_st_3,Eric Schweig,,,"9,850",$23.74M,"
                        1h 37min
                    ","
        Director:
Peter Hewitt    ","
    Production Co:
 Walt Disney Pictures, Painted Fence Productions      
        See more »
      
    "
The Great Mouse Detective,https://www.imdb.com/title/tt0091149/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0091149/?ref_=ttls_li_i,32.,(1986),U,74 min,"
Animation, Adventure, Family            ",7.2,Rate,"
73        
        Metascore
        ","
    Basil, the rodent Sherlock Holmes, investigates the kidnapping of a toy maker and uncovers its link to his archenemy, Professor Ratigan.","
    Directors:
Ron Clements, 
Burny Mattinson, 
David Michener, 
John Musker
                 | 
    Stars:
Vincent Price, 
Barrie Ingham, 
Val Bettin, 
Susanne Pollatschek
    ",https://www.imdb.com/name/nm0166256/?ref_=ttls_li_dr_0,Ron Clements,https://www.imdb.com/name/nm0560329/?ref_=ttls_li_dr_1,Burny Mattinson,https://www.imdb.com/name/nm0585150/?ref_=ttls_li_dr_2,David Michener,https://www.imdb.com/name/nm0615780/?ref_=ttls_li_dr_3,John Musker,https://www.imdb.com/name/nm0001637/?ref_=ttls_li_st_0,Vincent Price,https://www.imdb.com/name/nm0408813/?ref_=ttls_li_st_1,Barrie Ingham,"44,648",$38.60M,"
                        1h 14min
                    ","
        Directors:
Ron Clements, Burny Mattinson            |
2 more credits »
    ","
    Production Co:
 Walt Disney Pictures, Silver Screen Partners II, Walt Disney Animation Studios      
        See more »
      
    "
Robin Hood,https://www.imdb.com/title/tt0070608/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0070608/?ref_=ttls_li_i,33.,(1973),U,83 min,"
Animation, Adventure, Comedy            ",7.6,Rate,"
57        
        Metascore
        ","
    The story of the legendary outlaw is portrayed with the characters as humanoid animals.","
    Directors:
Wolfgang Reitherman, 
David Hand
                 | 
    Stars:
Brian Bedford, 
Phil Harris, 
Roger Miller, 
Peter Ustinov
    ",https://www.imdb.com/name/nm0718627/?ref_=ttls_li_dr_0,Wolfgang Reitherman,https://www.imdb.com/name/nm0359457/?ref_=ttls_li_dr_1,David Hand,https://www.imdb.com/name/nm0066028/?ref_=ttls_li_st_0,Brian Bedford,https://www.imdb.com/name/nm0365201/?ref_=ttls_li_st_1,Phil Harris,https://www.imdb.com/name/nm0589248/?ref_=ttls_li_st_2,Roger Miller,https://www.imdb.com/name/nm0001811/?ref_=ttls_li_st_3,Peter Ustinov,"114,697",$32.06M,"
                        1h 23min
                    ","
        Directors:
Wolfgang Reitherman, David Hand (uncredited)    ","
      Runtime:
        83 min
    "
Alice in Wonderland,https://www.imdb.com/title/tt0043274/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0043274/?ref_=ttls_li_i,34.,(1951),U,75 min,"
Animation, Adventure, Family            ",7.4,Rate,"
68        
        Metascore
        ","
    Alice stumbles into the world of Wonderland. Will she get home? Not if the Queen of Hearts has her way.","
    Directors:
Clyde Geronimi, 
Wilfred Jackson, 
Hamilton Luske, 
Jack Kinney
                 | 
    Stars:
Kathryn Beaumont, 
Ed Wynn, 
Richard Haydn, 
Sterling Holloway
    ",https://www.imdb.com/name/nm0314671/?ref_=ttls_li_dr_0,Clyde Geronimi,https://www.imdb.com/name/nm0414144/?ref_=ttls_li_dr_1,Wilfred Jackson,https://www.imdb.com/name/nm0527217/?ref_=ttls_li_dr_2,Hamilton Luske,https://www.imdb.com/name/nm0455741/?ref_=ttls_li_dr_3,Jack Kinney,https://www.imdb.com/name/nm0064607/?ref_=ttls_li_st_0,Kathryn Beaumont,https://www.imdb.com/name/nm0943956/?ref_=ttls_li_st_1,Ed Wynn,"127,936",,"
                        1h 15min
                    ","
        Directors:
Clyde Geronimi, Wilfred Jackson            |
2 more credits »
    ","
      Runtime:
        75 min
    "
The Parent Trap,https://www.imdb.com/title/tt0120783/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0120783/?ref_=ttls_li_i,35.,(1998),U,128 min,"
Adventure, Comedy, Drama            ",6.5,Rate,"
64        
        Metascore
        ","
    Identical twins Annie and Hallie, separated at birth and each raised by one of their biological parents, later discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.","
    Director:
Nancy Meyers
                 | 
    Stars:
Lindsay Lohan, 
Dennis Quaid, 
Natasha Richardson, 
Elaine Hendrix
    ",https://www.imdb.com/name/nm0583600/?ref_=ttls_li_dr_0,Nancy Meyers,https://www.imdb.com/name/nm0517820/?ref_=ttls_li_st_0,Lindsay Lohan,https://www.imdb.com/name/nm0000598/?ref_=ttls_li_st_1,Dennis Quaid,https://www.imdb.com/name/nm0001670/?ref_=ttls_li_st_2,Natasha Richardson,https://www.imdb.com/name/nm0005006/?ref_=ttls_li_st_3,Elaine Hendrix,,,"119,668",$66.31M,"
                        2h 8min
                    ","
        Director:
Nancy Meyers    ","
    Production Co:
 Cinema Vehicle Services, The Meyers/Shyer Company, Walt Disney Pictures      
        See more »
      
    "
